Collection name: Vector,number of operations: 10000,unit: ms
Add time, Find time, Remove time
0.069872,47.379073,62.439035
0.058029,63.466981,42.035649
0.054082,54.692728,30.047683
0.046976,40.492546,34.954902
0.063951,44.359976,55.108012
0.056450,56.073191,61.759658
0.060398,55.946474,29.981364
0.046581,53.941111,34.124333
0.048160,72.698757,55.963054
0.071451,48.629267,44.447216
0.093952,86.609582,49.741296
0.059213,56.782963,53.424770
0.057635,54.102961,44.052855
0.053292,60.878957,31.040890
0.046976,39.858961,31.734478
0.046977,40.286877,29.876358
0.056055,47.461972,33.370743
0.051713,43.673888,30.308617
0.053292,39.856593,34.054856
0.048950,40.033444,29.570028
0.046186,54.888921,46.805887
0.058029,49.116002,48.345043
0.047766,40.106474,29.410546
0.047371,46.091378,41.178632
0.053292,53.602015,31.806718
0.060397,51.674419,34.012617
0.058029,60.942118,29.465022
0.048160,40.329906,29.634768
0.047765,40.220954,29.609503
0.056845,48.095951,35.166885
0.061582,39.389991,29.530946
0.046581,50.189345,34.541196
0.046976,44.906713,29.480022
0.046976,39.271958,33.507724
0.058424,70.136392,40.055550
0.055661,39.840013,30.228875
0.046976,40.363855,29.717271
0.056845,40.046866,33.353374
0.047371,78.927225,54.603118
0.066319,61.013174,35.286102
0.067503,46.215331,48.838489
0.047371,40.316089,29.407388
0.046976,39.586974,29.642662
0.047370,40.143975,47.938049
0.046976,58.789511,46.853258
0.056056,60.653551,47.534212
0.049740,43.352162,39.050105
0.047766,42.647126,29.284619
0.047371,40.314510,56.373995
0.069477,60.634603,38.949837
0.057634,51.304137,47.766724
0.055266,44.042196,32.593862
0.057240,39.713296,29.512393
0.047766,46.089798,30.385594
0.046582,40.799271,58.037499
0.047765,48.946256,34.418427
0.046976,40.581761,29.496997
0.046976,40.119106,31.288008
0.046976,39.804090,29.430283
0.049739,40.797298,29.836093
0.047371,39.870014,30.217823
0.056055,40.773217,31.026679
0.047370,56.229515,29.849120
0.048160,39.624082,29.775696
0.046976,39.507233,29.652531
0.046976,40.375303,29.639110
0.046581,39.277880,29.704640
0.047370,39.477627,29.937151
0.046187,48.389650,30.882987
0.047766,46.986685,30.627975
0.060792,41.946829,37.756093
0.047371,40.251349,30.020839
0.057240,41.743529,29.275144
0.057634,50.992674,40.569918
0.047371,39.625661,40.176740
0.045792,40.378856,30.485468
0.045792,43.045831,29.828198
0.060793,39.636319,34.705414
0.047371,40.031075,30.014523
0.046186,40.451886,31.328668
0.045792,39.803301,30.744428
0.046187,41.760503,29.243169
