Collection name: Map,number of operations: 10000,unit: ms
Add time, Find time, Remove time
0.664375,0.003158,0.337517
1.198086,0.005921,0.851096
0.712930,0.003158,0.346596
0.675034,0.003158,0.340281
0.671876,0.003158,0.392783
0.669901,0.005921,1.196902
0.704641,0.002763,0.366729
0.706614,0.003158,0.345807
0.665954,0.003553,0.425152
0.690823,0.003158,0.394362
1.008208,0.003158,1.187033
0.866096,0.003553,0.376203
0.707404,0.002763,0.345807
0.667928,0.002764,0.371071
0.668718,0.003158,0.363965
0.705825,0.003158,1.145188
0.701483,0.003158,0.346991
0.669507,0.002763,0.599635
0.666743,0.003158,0.467787
0.769775,0.005132,0.992418
0.968732,0.003158,0.385677
0.682534,0.003948,0.447654
0.695955,0.002763,0.381335
0.673454,0.002763,0.346596
0.665954,0.003158,0.383703
0.746484,0.006711,0.355676
0.671481,0.003158,0.444496
0.878728,0.003159,0.340675
0.666349,0.003553,1.110056
0.702271,0.003158,0.377387
0.665165,0.003158,0.341464
0.679376,0.002763,0.339096
1.105318,0.003553,1.320066
0.819514,0.003158,0.344227
0.669901,0.003158,0.344622
1.563630,0.005132,0.538448
0.722800,0.003158,0.419231
2.115501,0.003553,0.628847
0.704246,0.003553,0.392783
0.776486,0.003158,0.688060
1.012945,0.005921,1.124267
1.485468,0.003158,0.408573
0.680560,0.002764,0.362386
0.948205,0.003158,0.496604
0.696745,0.005922,0.575555
1.198086,0.009868,0.963995
0.858201,0.002763,0.361992
0.667139,0.002764,0.343043
0.669112,0.003158,0.339096
0.671876,0.003948,1.142425
0.694377,0.003158,0.346991
0.670297,0.003158,0.349359
0.668323,0.002763,0.348964
1.310592,0.003158,0.386072
0.773328,0.005921,0.830173
0.771354,0.003159,0.400284
0.716878,0.003158,0.368703
0.670692,0.003158,0.357255
0.669902,0.003158,0.341859
0.674639,0.003158,0.789513
0.690429,0.003158,0.345412
0.667139,0.003158,0.337912
0.670691,0.003158,0.338701
0.751222,0.003158,0.438969
1.365857,0.003158,0.561344
0.789118,0.003158,0.378177
1.247430,0.003158,0.377782
0.706220,0.003158,0.370282
0.690034,0.003158,0.647401
0.740564,0.003158,0.356465
0.665164,0.003158,0.344228
0.666349,0.003158,0.350939
0.700692,0.003159,1.664688
1.140846,0.003158,0.362386
0.678587,0.003158,0.361203
0.680561,0.003158,0.740168
0.690824,0.002763,0.349754
